id,text,category
778,This is a sample text for document 778,Category_G
779,This is a sample text for document 779,Category_G
780,This is a sample text for document 780,Category_D
781,This is a sample text for document 781,Category_A
782,This is a sample text for document 782,Category_G
783,This is a sample text for document 783,Category_G
784,This is a sample text for document 784,Category_B
785,This is a sample text for document 785,Category_G
786,This is a sample text for document 786,Category_C
787,This is a sample text for document 787,Category_D
788,This is a sample text for document 788,Category_G
789,This is a sample text for document 789,Category_D
790,This is a sample text for document 790,Category_D
791,This is a sample text for document 791,Category_B
792,This is a sample text for document 792,Category_G
793,This is a sample text for document 793,Category_E
794,This is a sample text for document 794,Category_E
795,This is a sample text for document 795,Category_A
796,This is a sample text for document 796,Category_E
797,This is a sample text for document 797,Category_C
798,This is a sample text for document 798,Category_B
799,This is a sample text for document 799,Category_C
800,This is a sample text for document 800,Category_F
801,This is a sample text for document 801,Category_A
802,This is a sample text for document 802,Category_D
803,This is a sample text for document 803,Category_A
804,This is a sample text for document 804,Category_D
805,This is a sample text for document 805,Category_C
806,This is a sample text for document 806,Category_A
807,This is a sample text for document 807,Category_A
808,This is a sample text for document 808,Category_C
809,This is a sample text for document 809,Category_A
810,This is a sample text for document 810,Category_F
811,This is a sample text for document 811,Category_B
812,This is a sample text for document 812,Category_F
813,This is a sample text for document 813,Category_B
814,This is a sample text for document 814,Category_A
815,This is a sample text for document 815,Category_F
816,This is a sample text for document 816,Category_G
817,This is a sample text for document 817,Category_C
818,This is a sample text for document 818,Category_A
819,This is a sample text for document 819,Category_G
820,This is a sample text for document 820,Category_C
821,This is a sample text for document 821,Category_G
822,This is a sample text for document 822,Category_A
823,This is a sample text for document 823,Category_E
824,This is a sample text for document 824,Category_G
825,This is a sample text for document 825,Category_F
826,This is a sample text for document 826,Category_B
827,This is a sample text for document 827,Category_C
828,This is a sample text for document 828,Category_E
829,This is a sample text for document 829,Category_D
830,This is a sample text for document 830,Category_F
831,This is a sample text for document 831,Category_D
832,This is a sample text for document 832,Category_G
833,This is a sample text for document 833,Category_C
834,This is a sample text for document 834,Category_E
835,This is a sample text for document 835,Category_F
836,This is a sample text for document 836,Category_B
837,This is a sample text for document 837,Category_C
838,This is a sample text for document 838,Category_D
